거래금액,건축년도,년,법정동,아파트,월,일,전용면적,지번,지역코드,층
58000,1994,2018,금곡동,청솔마을(공무원),8,11~20,58.19,125,41135,10
37000,1995,2018,금곡동,청솔마을(주공9단지),8,11~20,36.54,133,41135,15
97500,1994,2018,금곡동,청솔마을(성원),8,11~20,134.67,143,41135,16
60000,1996,2018,금곡동,청솔마을(계룡),8,11~20,55.44,176,41135,11
37500,1995,2018,금곡동,청솔마을(주공9단지),8,11~20,36.54,133,41135,1
59700,2004,2018,금곡동,삼라마이다스빌,8,11~20,84.69,208,41135,4
83800,1994,2018,금곡동,청솔마을(대원),8,11~20,84.97,141,41135,13
80000,1995,2018,금곡동,청솔마을(서광),8,11~20,84.96,177,41135,19
47000,1996,2018,금곡동,청솔마을(주공9단지),8,11~20,42.84,133,41135,8
79500,1995,2018,금곡동,청솔마을(유천),8,11~20,84.6,180,41135,24
59500,1996,2018,금곡동,청솔마을(계룡),8,11~20,55.44,176,41135,15
84700,2004,2018,금곡동,코오롱더프라우,8,11~20,153.948,201,41135,9
38500,1995,2018,금곡동,청솔마을(주공9단지),8,11~20,36.54,133,41135,6
48000,1996,2018,금곡동,청솔마을(주공9단지),8,11~20,42.84,133,41135,4
48000,1996,2018,금곡동,청솔마을(주공9단지),8,11~20,42.84,133,41135,3
92000,2003,2018,금곡동,두산위브트레지움,8,11~20,147.6,192,41135,2
61000,1995,2018,금곡동,청솔마을(공무원),8,11~20,58.71,125,41135,13
75500,1995,2018,금곡동,청솔마을(한라),8,11~20,84.39,181,41135,13
43000,1995,2018,금곡동,청솔마을(유천),8,11~20,40.5,180,41135,12
93000,2003,2018,금곡동,두산위브트레지움,8,11~20,147.52,192,41135,14
98000,1994,2018,금곡동,청솔마을(성원),8,11~20,134.67,143,41135,20
48000,1996,2018,금곡동,청솔마을(주공9단지),8,11~20,42.84,133,41135,11
37000,1995,2018,금곡동,청솔마을(주공9단지),8,11~20,36.54,133,41135,3
77000,1995,2018,금곡동,청솔마을(유천),8,11~20,84.6,180,41135,8
48500,1996,2018,금곡동,청솔마을(주공9단지),8,11~20,42.84,133,41135,16
93800,1995,2018,금곡동,청솔마을(대원),8,11~20,129.45,141,41135,10
90000,1995,2018,금곡동,청솔마을(동아),8,21~31,135.0,132,41135,3
80500,1995,2018,금곡동,청솔마을(유천),8,21~31,84.6,180,41135,12
79000,1995,2018,금곡동,청솔마을(유천),8,21~31,84.6,180,41135,5
48000,1996,2018,금곡동,청솔마을(주공9단지),8,21~31,42.84,133,41135,5
39000,1995,2018,금곡동,청솔마을(주공9단지),8,21~31,36.54,133,41135,1
97000,1995,2018,금곡동,청솔마을(대원),8,21~31,129.45,141,41135,5
39500,1995,2018,금곡동,청솔마을(주공9단지),8,21~31,36.54,133,41135,4
80000,1995,2018,금곡동,청솔마을(유천),8,21~31,84.6,180,41135,11
59900,1994,2018,금곡동,청솔마을(대원),8,21~31,101.67,141,41135,2
56500,1995,2018,금곡동,청솔마을(공무원),8,21~31,58.71,125,41135,1
64500,1995,2018,금곡동,청솔마을(한라),8,21~31,58.8,181,41135,10
81000,1994,2018,금곡동,청솔마을(대원),8,21~31,84.97,141,41135,7
97700,1994,2018,금곡동,청솔마을(성원),8,21~31,134.67,143,41135,25
95000,2003,2018,금곡동,두산위브트레지움,8,21~31,147.6,192,41135,17
52000,1996,2018,금곡동,청솔마을(주공9단지),8,21~31,42.84,133,41135,12
57700,1995,2018,금곡동,청솔마을(서광),8,21~31,53.6,177,41135,2
90000,1994,2018,금곡동,청솔마을(대원),8,21~31,101.67,141,41135,10
44700,1995,2018,금곡동,청솔마을(유천),8,21~31,40.5,180,41135,11
81000,1994,2018,금곡동,청솔마을(대원),8,21~31,84.97,141,41135,4
76000,2004,2018,금곡동,분당하우스토리,8,21~31,84.68,202,41135,18
98500,1994,2018,금곡동,청솔마을(성원),8,21~31,134.67,143,41135,14
44000,1996,2018,금곡동,청솔마을(주공9단지),8,21~31,42.84,133,41135,2
40000,1995,2018,금곡동,청솔마을(주공9단지),8,21~31,36.54,133,41135,2
40000,1995,2018,금곡동,청솔마을(주공9단지),8,21~31,36.54,133,41135,13
78800,1996,2018,금곡동,청솔마을(계룡),8,21~31,84.97,176,41135,2
97000,2003,2018,금곡동,두산위브트레지움,8,21~31,147.6,192,41135,5
61500,1995,2018,금곡동,청솔마을(한라),8,21~31,58.8,181,41135,6
81000,1996,2018,금곡동,청솔마을(계룡),8,21~31,84.97,176,41135,2
50000,1996,2018,금곡동,청솔마을(주공9단지),8,21~31,42.84,133,41135,13
39000,1995,2018,금곡동,청솔마을(주공9단지),8,21~31,36.54,133,41135,9
65000,1995,2018,금곡동,청솔마을(공무원),8,21~31,58.71,125,41135,10
57500,1995,2018,금곡동,청솔마을(영남),8,21~31,53.6,177,41135,2
95000,2003,2018,금곡동,두산위브트레지움,8,21~31,147.6,192,41135,15
48300,1996,2018,금곡동,청솔마을(주공9단지),8,21~31,42.84,133,41135,5
63000,1994,2018,금곡동,청솔마을(공무원),8,21~31,58.19,125,41135,6
38500,1996,2018,구미동,무지개(12단지)(주공뜨란체),8,1~10,49.67,212,41135,7
59900,1996,2018,구미동,무지개(3단지)(신한),8,1~10,84.768,201,41135,7
52000,1996,2018,구미동,까치마을(2단지)(주공),8,1~10,49.67,88,41135,6
82000,1995,2018,구미동,까치마을(1단지)(대우롯데선경),8,1~10,84.79,77,41135,15
37300,1996,2018,구미동,무지개(3단지)(신한),8,1~10,53.46,201,41135,5
34000,1996,2018,구미동,하얀마을(5단지)(주공),8,1~10,39.01,110,41135,3
85000,1995,2018,구미동,까치마을(1단지)(대우롯데선경),8,1~10,84.79,77,41135,16
62500,1995,2018,구미동,무지개(2단지)(엘지),8,1~10,84.822,202,41135,14
82900,1995,2018,구미동,까치마을(1단지)(대우롯데선경),8,1~10,84.79,77,41135,14
49400,1995,2018,구미동,까치마을(1단지)(대우롯데선경),8,1~10,51.32,77,41135,1
36400,1996,2018,구미동,하얀마을(5단지)(주공),8,1~10,39.01,110,41135,8
35000,1996,2018,구미동,하얀마을(5단지)(주공),8,1~10,38.07,110,41135,12
35800,1996,2018,구미동,무지개(12단지)(주공뜨란체),8,1~10,49.67,212,41135,25
72500,1996,2018,구미동,무지개(10단지)(건영),8,1~10,101.82,222,41135,10
39200,1995,2018,구미동,무지개(5단지)(청구),8,1~10,58.49,221,41135,1
75000,1995,2018,구미동,까치마을(1단지)(대우롯데선경),8,1~10,70.66,77,41135,13
65000,1996,2018,구미동,무지개(3단지)(건영),8,1~10,84.97,201,41135,14
75000,1995,2018,구미동,까치마을(1단지)(대우롯데선경),8,1~10,70.66,77,41135,19
81500,1995,2018,구미동,까치마을(3단지)(신원),8,1~10,84.8,66,41135,9
72000,1995,2018,구미동,까치마을(1단지)(대우롯데선경),8,1~10,70.66,77,41135,4
84000,1995,2018,구미동,까치마을(4단지)(선경),8,1~10,84.79,63,41135,17
47000,1995,2018,구미동,무지개(4단지)(주공),8,1~10,58.14,220,41135,12
58500,1995,2018,구미동,무지개(1단지)(대림),8,1~10,84.97,211,41135,7
72000,1996,2018,구미동,무지개(1단지)(대림),8,1~10,127.17,211,41135,13
78000,1995,2018,구미동,무지개(2단지)(엘지),8,1~10,134.94,202,41135,16
63000,1995,2018,구미동,무지개(2단지)(엘지),8,11~20,84.822,202,41135,13
65500,1995,2018,구미동,무지개(5단지)(청구),8,11~20,85.0,221,41135,4
73500,1995,2018,구미동,까치마을(4단지)(선경),8,11~20,70.66,63,41135,16
62000,1996,2018,구미동,무지개(3단지)(신한),8,11~20,84.768,201,41135,11
40000,1995,2018,구미동,무지개(12단지)(주공뜨란체),8,11~20,58.14,212,41135,5
36800,1995,2018,구미동,무지개(1단지)(대림),8,11~20,47.52,211,41135,14
67250,1995,2018,구미동,무지개(5단지)(청구),8,11~20,85.0,221,41135,21
51500,1995,2018,구미동,까치마을(1단지)(대우롯데선경),8,11~20,51.32,77,41135,4
68200,1996,2018,구미동,무지개(10단지)(건영),8,11~20,101.82,222,41135,16
40750,1996,2018,구미동,무지개(12단지)(주공뜨란체),8,11~20,59.98,212,41135,17
94000,1995,2018,구미동,까치마을(3단지)(신원),8,11~20,130.83,66,41135,9
42900,1995,2018,구미동,무지개(2단지)(엘지),8,11~20,49.83,202,41135,13
40300,1995,2018,구미동,무지개(12단지)(주공뜨란체),8,11~20,58.14,212,41135,12
94500,1995,2018,구미동,까치마을(3단지)(신원),8,11~20,130.83,66,41135,3
35700,1995,2018,구미동,무지개(12단지)(주공뜨란체),8,11~20,49.36,212,41135,11
49500,1995,2018,구미동,무지개(5단지)(청구),8,11~20,58.49,221,41135,18
36400,1996,2018,구미동,하얀마을(5단지)(주공),8,11~20,39.01,110,41135,13
54800,1996,2018,구미동,무지개(3단지)(신한),8,11~20,69.72,201,41135,16
64000,1995,2018,구미동,무지개(2단지)(엘지),8,11~20,84.822,202,41135,10
71000,1995,2018,구미동,까치마을(1단지)(대우롯데선경),8,11~20,70.66,77,41135,5
66500,1996,2018,구미동,무지개(3단지)(건영),8,11~20,84.97,201,41135,6
63500,1995,2018,구미동,무지개(5단지)(청구),8,11~20,85.0,221,41135,7
36000,1996,2018,구미동,하얀마을(5단지)(주공),8,11~20,39.01,110,41135,2
34900,1996,2018,구미동,하얀마을(5단지)(주공),8,11~20,38.07,110,41135,19
75000,1995,2018,구미동,무지개(7단지)(라이프),8,11~20,162.39,242,41135,3
37000,1996,2018,구미동,하얀마을(5단지)(주공),8,11~20,38.07,110,41135,4
36400,1996,2018,구미동,하얀마을(5단지)(주공),8,11~20,39.01,110,41135,6
35800,1996,2018,구미동,하얀마을(5단지)(주공),8,11~20,39.01,110,41135,14
79000,1996,2018,구미동,무지개(10단지)(삼성),8,11~20,134.97,222,41135,16
42000,1995,2018,구미동,무지개(2단지)(엘지),8,11~20,49.83,202,41135,9
70800,1995,2018,구미동,무지개(2단지)(엘지),8,11~20,134.94,202,41135,1
98000,1995,2018,구미동,까치마을(1단지)(대우롯데선경),8,11~20,134.83,77,41135,14
48500,1995,2018,구미동,무지개(4단지)(주공),8,11~20,58.14,220,41135,9
64500,1995,2018,구미동,무지개(2단지)(엘지),8,11~20,84.822,202,41135,3
56500,1996,2018,구미동,무지개(3단지)(건영),8,11~20,68.16,201,41135,9
54000,1995,2018,구미동,무지개(11단지)(금강센테리움),8,11~20,84.99,213,41135,3
37000,1996,2018,구미동,하얀마을(5단지)(주공),8,11~20,38.07,110,41135,2
66500,1995,2018,구미동,무지개(5단지)(청구),8,11~20,85.0,221,41135,17
36300,1995,2018,구미동,무지개(11단지)(금강센테리움),8,11~20,49.77,213,41135,3
45400,1995,2018,구미동,무지개(4단지)(주공),8,11~20,58.14,220,41135,1
69200,1995,2018,구미동,무지개(6단지)(건영),8,11~20,101.82,225,41135,15
85000,1995,2018,구미동,까치마을(1단지)(대우롯데선경),8,11~20,84.79,77,41135,10
57500,1995,2018,구미동,무지개(1단지)(대림),8,11~20,84.97,211,41135,6
60000,1996,2018,구미동,까치마을(2단지)(주공),8,11~20,59.98,88,41135,19
55300,1995,2018,구미동,까치마을(2단지)(주공),8,21~31,58.14,88,41135,2
72000,1995,2018,구미동,무지개(7단지)(라이프),8,21~31,132.36,242,41135,5
42800,1995,2018,구미동,무지개(1단지)(대림),8,21~31,60.72,211,41135,12
95000,1995,2018,구미동,까치마을(3단지)(신원),8,21~31,130.83,66,41135,12
74000,1995,2018,구미동,무지개(6단지)(건영),8,21~31,134.82,225,41135,7
47300,1995,2018,구미동,무지개(4단지)(주공),8,21~31,58.14,220,41135,15
74000,1995,2018,구미동,까치마을(1단지)(대우롯데선경),8,21~31,70.66,77,41135,3
81000,1995,2018,구미동,까치마을(3단지)(신원),8,21~31,84.8,66,41135,4
36500,1995,2018,구미동,하얀마을(5단지)(주공),8,21~31,36.0,110,41135,6
75000,1995,2018,구미동,까치마을(4단지)(롯데),8,21~31,70.66,63,41135,3
42500,1996,2018,구미동,무지개(3단지)(신한),8,21~31,53.46,201,41135,5
35600,1996,2018,구미동,하얀마을(5단지)(주공),8,21~31,38.07,110,41135,17
37500,1996,2018,구미동,하얀마을(5단지)(주공),8,21~31,39.01,110,41135,6
46500,1995,2018,구미동,무지개(4단지)(주공),8,21~31,59.98,220,41135,3
83000,1995,2018,구미동,까치마을(3단지)(신원),8,21~31,84.8,66,41135,13
49700,1995,2018,구미동,무지개(4단지)(주공),8,21~31,58.14,220,41135,9
47900,1995,2018,구미동,무지개(4단지)(주공),8,21~31,58.14,220,41135,10
72000,1996,2018,구미동,무지개(1단지)(대림),8,21~31,127.17,211,41135,24
69000,1996,2018,구미동,무지개(3단지)(신한),8,21~31,84.768,201,41135,16
59500,1995,2018,구미동,무지개(1단지)(대림),8,21~31,84.97,211,41135,8
55300,1995,2018,구미동,까치마을(2단지)(주공),8,21~31,58.14,88,41135,3
57000,1995,2018,구미동,까치마을(4단지)(선경),8,21~31,51.32,63,41135,10
69000,1995,2018,구미동,무지개(8단지)(제일),8,21~31,101.91,243,41135,9
39000,1995,2018,구미동,하얀마을(5단지)(주공),8,21~31,35.28,110,41135,7
75000,1995,2018,구미동,무지개(2단지)(엘지),8,21~31,134.94,202,41135,23
94000,1995,2018,구미동,까치마을(3단지)(신원),8,21~31,101.86,66,41135,15
60000,1995,2018,구미동,무지개(1단지)(대림),8,21~31,84.97,211,41135,5
60000,1995,2018,구미동,무지개(1단지)(대림),8,21~31,84.97,211,41135,11
75500,1995,2018,구미동,까치마을(4단지)(롯데),8,21~31,70.66,63,41135,6
43000,1996,2018,구미동,무지개(3단지)(건영),8,21~31,53.83,201,41135,6
48300,1995,2018,구미동,까치마을(4단지)(롯데),8,21~31,51.32,63,41135,1
68000,1995,2018,구미동,무지개(5단지)(청구),8,21~31,85.0,221,41135,3
50500,1995,2018,구미동,까치마을(2단지)(주공),8,21~31,49.36,88,41135,1
43000,1996,2018,구미동,무지개(3단지)(신한),8,21~31,53.46,201,41135,4
34000,1995,2018,구미동,하얀마을(5단지)(주공),8,21~31,35.28,110,41135,8
41900,1996,2018,구미동,무지개(12단지)(주공뜨란체),8,21~31,59.98,212,41135,18
75000,1996,2018,구미동,무지개(10단지)(삼성),8,21~31,101.82,222,41135,12
43500,1996,2018,구미동,무지개(3단지)(신한),8,21~31,53.46,201,41135,10
110000,1995,2018,구미동,까치마을(1단지)(대우롯데선경),8,21~31,134.83,77,41135,7
93000,1995,2018,구미동,까치마을(4단지)(선경),8,21~31,84.79,63,41135,9
78000,1995,2018,구미동,무지개(7단지)(라이프),8,21~31,162.39,242,41135,6
36000,1996,2018,구미동,하얀마을(5단지)(주공),8,21~31,38.07,110,41135,1
71000,1995,2018,구미동,무지개(5단지)(청구),8,21~31,85.0,221,41135,14
76000,1996,2018,구미동,무지개(10단지)(삼성),8,21~31,101.82,222,41135,11
80000,1995,2018,구미동,무지개(6단지)(건영),8,21~31,134.82,225,41135,6
59500,1995,2018,구미동,무지개(2단지)(엘지),8,21~31,72.018,202,41135,15
43500,1996,2018,구미동,무지개(3단지)(신한),8,21~31,53.46,201,41135,12
59000,1995,2018,구미동,까치마을(1단지)(대우롯데선경),8,21~31,51.32,77,41135,8
60000,1996,2018,구미동,까치마을(2단지)(주공),8,21~31,59.98,88,41135,3
75000,1995,2018,구미동,무지개(2단지)(엘지),8,21~31,101.85,202,41135,18
65000,1996,2018,구미동,무지개(10단지)(건영),8,21~31,101.82,222,41135,1
55000,1995,2018,구미동,무지개(2단지)(엘지),8,21~31,72.018,202,41135,11
72700,1995,2018,구미동,까치마을(3단지)(신원),8,21~31,59.9,66,41135,13
83900,2009,2018,운중동,산운마을10단지(대광로제비앙),8,1~10,59.941,949,41135,4
90000,2010,2018,운중동,산운마을13단지(태영)일부임대,8,11~20,84.82,918,41135,23
109000,2009,2018,운중동,산운마을14단지(경남아너스빌),8,11~20,115.44,916,41135,13
88000,2010,2018,운중동,산운마을13단지(태영)일부임대,8,11~20,84.82,918,41135,10
108000,2009,2018,운중동,산운마을14단지(경남아너스빌),8,11~20,115.39,916,41135,11
109750,2009,2018,운중동,산운마을14단지(경남아너스빌),8,21~31,115.44,916,41135,15
99000,2009,2018,운중동,산운마을14단지(경남아너스빌),8,21~31,101.25,916,41135,16
99800,2009,2018,운중동,산운마을5단지(한성필하우스),8,21~31,84.6283,989,41135,7
98000,2010,2018,운중동,산운마을13단지(태영)일부임대,8,21~31,84.82,918,41135,13
117000,2009,2018,운중동,산운마을14단지(경남아너스빌),8,21~31,115.5,916,41135,4
